"Provincia, canton y distrito",Población de 15 años y más,Tasa neta de participación,Tasa_de_ocupacion,Tasa de desempleo abierto,Porcentaje de población económicamente inactiva,Relación de dependencia económica,Sector Primario,Sector Secundario,Sector Terciario
Alajuelita,56704.0,56.01721218961625,53.89743227990971,3.784158166477774,43.98278781038375,1.4431116987784913,0.7722007722007722,22.599960735553957,76.62783849224527
,,,,,,,,,
Alajuelita,9282.0,58.123249299719895,56.11937082525318,3.4476367006487485,41.87675070028011,1.2220574606116774,0.4415434824342484,17.450566327510078,82.10789019005567
San Josecito      ,7779.0,56.99961434631701,55.58555084201055,2.4808299503834013,43.00038565368299,1.3694181326116373,0.9944495837187789,21.114708603145235,77.89084181313598
San Antonio       ,3423.0,56.82150160677768,54.9225825299445,3.3419023136246784,43.17849839322232,1.4365038560411312,3.9893617021276597,22.340425531914892,73.67021276595744
Concepción        ,13829.0,55.94041506978089,53.19256634608431,4.912099276111686,44.0595849302191,1.4199844881075492,0.29907558455682437,23.531810766721044,76.16911364872213
San Felipe        ,22391.0,54.727345808583806,52.668482872582736,3.762036885914803,45.272654191416194,1.5827484902888853,0.6190112778767065,24.879165606715848,74.50182311540745
,,,,,,,,,
Vázquez de Coronado,47697.0,58.39780279682161,56.61991320208818,3.0444460400660587,41.6021972031784,1.171537301644288,2.1439680071095313,16.13715470636155,81.71887728652892
,,,,,,,,,
San Isidro        ,13338.0,59.58914379967012,58.06717648822912,2.5541016607951685,40.41085620032989,1.0917211877201811,1.1491284699806326,14.615881213686249,84.23499031633311
San Rafael        ,5553.0,56.69007743562039,54.961282189807314,3.0495552731893265,43.30992256437962,1.236340533672173,5.53735255570118,18.315858453473133,76.14678899082568
Dulce Nombre de Jesús,7574.0,57.56535516239768,55.24161605492475,4.036697247706423,42.43464483760233,1.234862385321101,2.4139579349904396,17.97323135755258,79.61281070745699
Patalillo         ,16175.0,59.35703245749614,57.76816074188562,2.6768044995312987,40.64296754250387,1.1194667222164358,0.4387842465753425,15.122003424657535,84.43921232876713
Cascajal          ,5057.0,55.309472018983584,53.01562191022345,4.147300679299249,44.690527981016416,1.4054343939935645,6.676613204028348,18.724356583364415,74.59903021260723
,,,,,,,,,
Acosta,15270.0,49.561231172233136,48.5396201702685,2.061310782241015,50.438768827766864,1.6703224101479917,30.47760388559093,10.509983810037776,59.01241230437129
,,,,,,,,,
San Ignacio       ,6862.0,51.952783445059744,50.84523462547362,2.131837307152875,48.047216554940256,1.5290322580645161,13.585554600171971,12.381771281169389,74.03267411865863
Guaitil           ,1846.0,47.12892741061755,46.04550379198267,2.2988505747126435,52.87107258938245,1.7655172413793103,42.8235294117647,7.764705882352942,49.411764705882355
Palmichal         ,3421.0,51.30078924291143,50.19000292312189,2.1652421652421654,48.699210757088565,1.6102564102564103,27.140361094933024,12.463599301106582,60.396039603960396
Cangrejal         ,1400.0,43.07142857142857,42.285714285714285,1.8242122719734661,56.92857142857143,2.109452736318408,72.97297297297297,3.3783783783783785,23.64864864864865
Sabanillas        ,1741.0,44.514646754738656,43.882825962090756,1.4193548387096775,55.48535324526135,2.007741935483871,68.45549738219894,6.151832460732985,25.392670157068064
,,,,,,,,,
Tibás,52194.0,56.03134459899606,54.05410583591984,3.5288083433065482,43.96865540100395,1.2171995212856899,0.8294048842732074,17.0807783645837,82.08981675114309
,,,,,,,,,
San Juan          ,18346.0,56.404665867219016,54.80758748501036,2.8314650173946654,43.59533413278099,1.1013722458446076,0.9646941819990054,13.714569865738438,85.32073595226257
Cinco Esquinas    ,4478.0,58.2402858418937,55.42652970075926,4.831288343558282,41.7597141581063,1.271855828220859,0.6446414182111201,23.811442385173248,75.54391619661564
Anselmo Llorente  ,8475.0,55.905604719764014,54.3834808259587,2.722667792317434,44.094395280235986,1.1076403545799915,1.2584074636580602,13.473638533304404,85.26795400303754
León XIII     ,9881.0,50.22770974597712,47.68748102418783,5.0574249445899655,49.77229025402287,1.7525690106790248,0.530560271646859,25.87011884550085,73.5993208828523
Colima            ,11014.0,59.81478118757945,57.699291810423105,3.5367334547662415,40.18521881242055,1.0529751062537949,0.5979543666404405,15.877261998426437,83.52478363493312
,,,,,,,,,
Moravia,45444.0,58.676612974210016,56.82598362820175,3.153947121695106,41.323387025789984,1.1345959122445153,1.7735439900867411,16.112918215613384,82.11353779429987
,,,,,,,,,
San Vicente       ,25728.0,58.06902985074627,56.27332089552238,3.092369477911647,41.93097014925373,1.0748326639892904,1.0913109545517337,13.344384583506008,85.56430446194226
San Jerónimo      ,4669.0,56.71449989291069,55.08674234311416,2.8700906344410875,43.28550010708931,1.3240181268882176,8.320373250388803,22.3950233281493,69.2846034214619
La Trinidad       ,15047.0,60.32431713962916,58.31062670299727,3.3381073041753884,39.675682860370834,1.1777018838823399,0.9801686801914749,18.839753818098927,80.1800775017096
,,,,,,,,,
Montes de Oca,41561.0,58.769038281080825,57.06551815403864,2.8986693961105425,41.230961718919175,1.0115455475946775,1.1721549943078804,12.349791288948856,86.47805371674326
,,,,,,,,,
San Pedro         ,20841.0,57.42046926730963,55.93301664987285,2.590457090331746,42.579530732690365,1.003593214673686,1.0380029167024105,10.851848674616111,88.11014840868148
Sabanilla         ,9074.0,60.52457571082213,58.77231650870619,2.895120174799709,39.475424289177866,0.9619446467589221,0.9188074254640916,11.456966060378774,87.62422651415713
Mercedes,4056.0,57.76627218934911,56.63214990138067,1.9632949210414,42.23372781065089,1.0008536064874094,1.1319111885067479,9.185894645189377,89.68219416630387
San Rafael        ,7590.0,60.909090909090914,58.36627140974967,4.174778282500541,39.09090909090909,1.0964741509842093,1.8510158013544018,19.006772009029348,79.14221218961626
,,,,,,,,,
Turrubares,4133.0,48.173239777401406,46.31018630534721,3.867403314917127,51.8267602225986,1.7684580612757408,33.01985370950889,12.852664576802509,54.12748171368861
,,,,,,,,,
San Pablo         ,1027.0,46.34858812074002,45.08276533592989,2.73109243697479,53.65141187925998,1.8508403361344539,15.982721382289416,15.766738660907128,68.25053995680346
San Pedro         ,520.0,48.84615384615385,47.30769230769231,3.149606299212598,51.153846153846146,1.5433070866141732,25.609756097560975,17.88617886178862,56.50406504065041
San Juan de Mata  ,885.0,50.282485875706215,46.55367231638418,7.415730337078652,49.717514124293785,1.6561797752808989,31.06796116504854,14.320388349514563,54.61165048543689
San Luis          ,397.0,43.57682619647355,42.0654911838791,3.4682080924855487,56.42317380352645,1.9884393063583814,47.90419161676647,8.383233532934131,43.712574850299404
Carara,1304.0,49.309815950920246,48.00613496932515,2.6438569206842923,50.690184049079754,1.8149300155520995,45.846645367412144,8.945686900958465,45.20766773162939
,,,,,,,,,
Dota,5164.0,51.21998450813323,50.29047250193648,1.8147448015122871,48.78001549186677,1.626843100189036,45.43704274162495,10.39661147477859,44.166345783596455
,,,,,,,,,
Santa María       ,3461.0,49.581045940479626,48.28084368679572,2.6223776223776225,50.418954059520374,1.692890442890443,34.41053261520048,11.490125673249551,54.099341711549975
Jardín            ,386.0,53.8860103626943,53.8860103626943,-,46.1139896373057,1.5192307692307692,50.96153846153846,14.423076923076922,34.61538461538461
Copey            ,1317.0,54.745634016704635,54.51784358390282,0.4160887656033287,45.25436598329537,1.5006934812760055,69.49860724233984,6.685236768802229,23.81615598885794
,,,,,,,,,
Curridabat,51916.0,58.85083596579089,57.08259496109099,3.0046149314306287,41.14916403420911,1.134193041599843,1.370001687194196,17.435464822001013,81.19453349080479
,,,,,,,,,
Curridabat        ,24057.0,57.92492829529866,56.2829945545995,2.834589163975601,42.07507170470134,1.0679583781844277,1.2333825701624814,14.571639586410633,84.19497784342688
Granadilla        ,11665.0,59.95713673381912,58.10544363480498,3.08836145267372,40.04286326618088,1.1129539605376038,1.5048686928297432,18.250221304219533,80.24491000295072
Sánchez           ,4367.0,64.32333409663384,63.31577742157087,1.5663937344250625,35.67666590336616,0.9095763616945532,2.857142857142857,12.224231464737793,84.91862567811935
Tirrases          ,11827.0,57.62238944787351,55.3986640737296,3.8591342626559064,42.37761055212649,1.3840058694057227,0.8852258852258852,24.71001221001221,74.40476190476191
,,,,,,,,,
Pérez Zeledón,98186.0,48.02517670543662,46.39256105758459,3.3994995122365013,51.97482329456338,1.8530771514611697,26.594366753748545,13.213760400430285,60.19187284582117
,,,,,,,,,
San Isidro de El General,33748.0,51.271186440677965,49.321441270593816,3.8028087614864474,48.728813559322035,1.6196035369589088,9.678582156803845,14.010213277260439,76.31120456593572
El General        ,4651.0,45.47409159320576,43.68952913351967,3.92434988179669,54.52590840679423,2.013238770685579,32.57874015748031,15.354330708661418,52.06692913385827
Daniel Flores     ,24565.0,49.281498066354565,47.48219010787706,3.6510821080455975,50.718501933645435,1.7702792003964976,10.536694101508916,16.006515775034295,73.4567901234568
Rivas            ,4852.0,47.40313272877164,46.10469909315746,2.7391304347826084,52.59686727122836,1.8656521739130434,53.196244970943226,8.89584264640143,37.90791238265534
San Pedro         ,6317.0,42.187747348424885,40.76302042108596,3.377110694183865,57.812252651575115,2.4153846153846152,61.980582524271846,7.689320388349515,30.330097087378643
Platanares        ,5175.0,44.34782608695652,43.42028985507246,2.091503267973856,55.65217391304348,2.138562091503268,51.4018691588785,12.950600801068092,35.647530040053404
Pejibaye          ,5749.0,44.05983649330318,43.52061228039659,1.2238452427951048,55.94016350669682,2.1563363600473746,67.42605915267785,7.274180655475619,25.29976019184652
Cajón  ,6007.0,41.40169801897786,39.370734143499256,4.905508644953759,58.59830198102214,2.434660233212706,54.5877378435518,9.429175475687103,35.9830866807611
Barú             ,1755.0,47.74928774928775,46.38176638176638,2.863961813842482,52.25071225071225,1.8556085918854415,42.01474201474201,15.724815724815725,42.26044226044226
Río Nuevo         ,2166.0,46.07571560480147,45.660203139427516,0.9018036072144289,53.92428439519852,2.067134268537074,59.85844287158746,10.212335692618806,29.92922143579373
Páramo            ,3201.0,47.297719462667914,46.26679162761637,2.179656538969617,52.70228053733208,1.9128137384412154,51.2491559756921,12.559081701553005,36.1917623227549
,,,,,,,,,
León Cortés Castro,9084.0,47.17084984588287,46.0259797446059,2.427071178529755,52.82915015411713,1.8471411901983663,51.61444630471179,11.00215259507295,37.38340110021526
,,,,,,,,,
San Pablo         ,3123.0,47.67851424911944,46.30163304514889,2.887844190732035,52.321485750880555,1.8267293485560778,31.535269709543567,11.618257261410788,56.84647302904564
San Andrés        ,1174.0,46.08177172061329,44.804088586030666,2.7726432532347505,53.91822827938672,1.9168207024029575,63.49809885931559,4.3726235741444865,32.129277566539926
Llano Bonito      ,1552.0,44.26546391752577,43.170103092783506,2.4745269286754,55.73453608247423,2.0727802037845704,71.7910447761194,5.074626865671641,23.134328358208954
San Isidro        ,1123.0,44.52359750667854,42.742653606411395,4,55.476402493321466,2.062,63.74999999999999,7.708333333333334,28.541666666666664
Santa Cruz        ,1271.0,51.927616050354054,51.691581431943355,0.45454545454545453,48.072383949645946,1.5227272727272727,49.77168949771689,26.48401826484018,23.74429223744292
San Antonio       ,841.0,48.51367419738406,47.80023781212842,1.4705882352941175,51.48632580261593,1.7107843137254901,63.18407960199005,5.970149253731343,30.845771144278604
,,,,,,,,,
Alajuela,632572.0,52.886627925358695,51.273847087762334,3.0495058975447322,47.113372074641305,1.5352148882365952,17.340231359297537,21.113385787928866,61.5463828527736
,,,,,,,,,
Alajuela,195003.0,55.81760280611068,53.855068896375954,3.5159767010271388,44.18239719388932,1.3417121437627473,5.847513307115855,26.77801159790133,67.37447509498281
,,,,,,,,,
Alajuela          ,34485.0,55.08481948673336,53.376830506017114,3.1006527690040007,44.91518051326664,1.2623183828174354,1.5537567229858207,20.943119465420764,77.50312381159341
San José          ,32052.0,56.670410582802944,54.689254960688885,3.4959260074873377,43.329589417197056,1.2933274609116934,1.9567573734953505,25.48348451138114,72.5597581151235
Carrizal          ,5077.0,57.041559976364,54.89462280874532,3.7638121546961325,42.95844002363601,1.367403314917127,14.854682454251883,21.67204879799067,63.47326874775745
San Antonio       ,19002.0,57.23081780865172,55.05736238290706,3.7977011494252872,42.76918219134828,1.296183908045977,3.173389409290767,34.21907857006308,62.60753202064615
Guácima           ,14959.0,55.7323350491343,54.101209973928746,2.926712246611491,44.2676649508657,1.4208948062852345,8.562955640677128,34.23946620536265,57.197578153960215
San Isidro        ,12938.0,54.923481218117175,52.67429278095533,4.0951308753166344,45.076518781882825,1.4337179848015762,13.38224504768892,22.289068231841526,64.32868672046955
Sabanilla         ,6557.0,53.2865639774287,51.74622540796096,2.8906697195191757,46.7134360225713,1.5927303949627933,29.059829059829063,20.277040966696138,50.663129973474796
San Rafael        ,20137.0,56.47315886179669,53.70214033868004,4.906788603587759,43.52684113820331,1.3081252198381992,4.447937858331792,36.52672461623821,59.02533752543
Río Segundo       ,8382.0,56.26342161775233,54.15175375805297,3.753180661577608,43.73657838224768,1.2888040712468194,1.784534038334435,25.732540207094072,72.4829257545715
Desamparados      ,19768.0,57.14285714285714,55.02832861189801,3.7004249291784705,42.857142857142854,1.311349150141643,2.6935098363669794,24.765581908439053,72.54090825519397
Turrúcares        ,5772.0,52.650727650727646,51.42065142065142,2.336294833826917,47.34927234927235,1.5106943073379402,13.915094339622641,20.5188679245283,65.56603773584906
Tambor            ,8180.0,53.45965770171149,52.004889975550114,2.7212439972558884,46.54034229828851,1.5136062199862794,8.909261871180066,29.29007992477668,61.80065820404326
Garita          ,5619.0,55.31233315536572,53.710624666310736,2.8957528957528957,44.68766684463428,1.3413770913770913,9.840954274353876,22.133863485752155,68.02518223989397
Sarapiquí         ,2075.0,51.75903614457832,51.18072289156627,1.1173184357541899,48.24096385542169,1.6461824953445066,21.75141242937853,28.53107344632768,49.717514124293785
,,,,,,,,,
San Ramón,61084.0,51.047737541745796,49.54816318512213,2.937592200628568,48.95226245825421,1.583734205631454,16.86380757285403,17.788938082336617,65.34725434480936
,,,,,,,,,
San Ramón         ,7220.0,50.96952908587258,49.69529085872576,2.5,49.03047091412742,1.36875,2.6477146042363433,14.269788182831661,83.082497212932
Santiago          ,3340.0,52.84431137724551,51.25748502994012,3.002832861189802,47.1556886227545,1.5694050991501416,23.656542056074766,19.976635514018692,56.366822429906534
San Juan          ,8957.0,50.898738416880654,48.96728815451602,3.794691818381224,49.101261583119346,1.565255538495284,5.5631554947560415,20.79343365253078,73.64341085271317
Piedades Norte    ,6213.0,49.84709480122324,48.70432963141799,2.292541168873103,50.15290519877675,1.6306102680012915,15.598149372108395,17.746199603436878,66.65565102445473
Piedades Sur      ,2844.0,48.24191279887483,47.53867791842475,1.4577259475218658,51.75808720112518,1.7244897959183674,47.0414201183432,15.828402366863905,37.1301775147929
San Rafael        ,7256.0,51.43329658213892,49.87596471885336,3.0278670953912115,48.56670341786108,1.497588424437299,12.075158883669522,17.187068250898037,70.73777286543243
San Isidro        ,3388.0,50.82644628099173,50.08854781582054,1.4518002322880372,49.17355371900827,1.6004645760743321,10.253388332351209,22.863877430760166,66.88273423688862
